STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,TMAX,TMIN
GHCND:USC00043392,GETTY CENTER CA US,340.5,34.0869,-118.4794,20110921,0.00,76,55
GHCND:USC00043392,GETTY CENTER CA US,340.5,34.0869,-118.4794,20110922,0.00,88,53
GHCND:USC00043392,GETTY CENTER CA US,340.5,34.0869,-118.4794,20110923,0.00,82,57
GHCND:USC00043392,GETTY CENTER CA US,340.5,34.0869,-118.4794,20110924,0.00,67,56
GHCND:USC00043392,GETTY CENTER CA US,340.5,34.0869,-118.4794,20110925,0.00,70,55
GHCND:USC00043392,GETTY CENTER CA US,340.5,34.0869,-118.4794,20110926,0.00,75,56
GHCND:USC00043392,GETTY CENTER CA US,340.5,34.0869,-118.4794,20110927,0.00,91,60
GHCND:USC00043392,GETTY CENTER CA US,340.5,34.0869,-118.4794,20110928,0.00,73,57
GHCND:USC00043392,GETTY CENTER CA US,340.5,34.0869,-118.4794,20110929,0.00,82,54
GHCND:USC00043392,GETTY CENTER CA US,340.5,34.0869,-118.4794,20110930,0.00,79,51
GHCND:USC00043392,GETTY CENTER CA US,340.5,34.0869,-118.4794,20111001,0.00,89,61
GHCND:USC00043392,GETTY CENTER CA US,340.5,34.0869,-118.4794,20111002,0.00,84,67
